event,sex,rank,time_s,wind,name,country,birthdate,place,location,date,age
100m,male,1648,10.04,1.3,Kemar Hyman,CAY,1989-10-11,2h3,Des Moines,2012-06-06,8274
100m,male,1648,10.04,0.2,Keston Bledman,TTO,1988-03-08,1h2,Port of Spain,2012-06-23,8873
100m,male,1648,10.04,-0.6,Tyson Gay,USA,1982-08-09,1s3,Eugene,2012-06-24,10912
100m,male,1648,10.04,0,Asafa Powell,JAM,1982-11-23,1h5,London,2012-08-04,10847
100m,male,1648,10.04,0.7,Keston Bledman,TTO,1988-03-08,4s1,London,2012-08-05,8916
100m,male,1648,10.04,1.4,Michael Frater,JAM,1982-10-06,5rA,Zürich,2012-08-30,10921
100m,male,1648,10.04,0.3,Ryan Bailey,USA,1989-04-13,6,Bruxelles,2012-09-07,8548
100m,male,1648,10.04,-0.3,Christophe Lemaitre,FRA,1990-06-11,1,Rieti,2012-09-09,8126
100m,male,1648,10.04,1,Dwain Chambers,GBR,1978-04-05,1rA,Newcastle,2012-09-15,12582
100m,male,1648,10.04,-0.4,Mike Rodgers,USA,1985-04-24,1rA,Walnut,2013-04-20,10223
100m,male,1648,10.04,1.6,Zhang Peimeng,CHN,1987-03-13,1,Zhaoqing,2013-04-27,9542
100m,male,1648,10.04,1.2,Kim Collins,SKN,1976-04-05,4rA,Ad-Dawhah,2013-05-10,13549
100m,male,1648,10.04,0.8,Mike Rodgers,USA,1985-04-24,4rA,Roma,2013-06-06,10270
100m,male,1648,10.04,0.9,Kemar Bailey-Cole,JAM,1992-01-10,1h2,Kingston,2013-06-20,7832
100m,male,1648,10.04,1.9,Dwain Chambers,GBR,1978-04-05,1,Birmingham,2013-07-13,12883
100m,male,1648,10.04,0.8,Churandy Martina,NED,1984-07-03,1,Amsterdam,2013-07-20,10609
100m,male,1648,10.04,-0.2,Zhang Peimeng,CHN,1987-03-13,1h4,Moskva,2013-08-10,9647
100m,male,1648,10.04,-0.3,Mike Rodgers,USA,1985-04-24,6,Moskva,2013-08-11,10336
100m,male,1648,10.04,1.7,Jak Ali Harvey,TUR,1989-04-05,1,Ankara,2013-08-24,8907
100m,male,1648,10.04,0.8,Kemar Bailey-Cole,JAM,1992-01-10,1,Berlin,2013-09-01,7905
100m,male,1648,10.04,0.6,Keston Bledman,TTO,1988-03-08,1r2,Rovereto,2013-09-03,9310
100m,male,1648,10.04,2,Diondre Batson,USA,1992-07-13,1,Starkville,2014-05-03,7964
100m,male,1648,10.04,-0.6,Jimmy Vicaut,FRA,1992-02-27,2,Oslo,2014-06-11,8140
100m,male,1648,10.04,0,Jason Rogers,SKN,1991-08-31,2,Waterford,2014-06-22,8331
100m,male,1648,10.04,1.6,Adam Gemili,GBR,1993-10-06,1h5,Mannheim,2014-07-05,7577
100m,male,1648,10.04,-0.5,Tyson Gay,USA,1982-08-09,1,Montreuil-sous-Bois,2014-07-07,11655
100m,male,1648,10.04,0.6,James Dasaolu,GBR,1987-09-05,1s2,Zürich,2014-08-13,9839
100m,male,1648,10.04,-0.1,Mike Rodgers,USA,1985-04-24,2,Marrakesh,2014-09-13,10734
100m,male,1648,10.04,-0.1,Femi Ogunode,QAT,1991-01-31,3,Marrakesh,2014-09-13,8626
100m,male,1648,10.04,0.4,Diondre Batson,USA,1992-07-13,1r1,Gainesville,2015-04-03,8299
100m,male,1648,10.04,1,Richard Thompson,TTO,1985-06-07,1r1,Baton Rouge,2015-04-18,10907
100m,male,1648,10.04,1.9,Nickel Ashmeade,JAM,1990-04-07,1h4,Clermont,2015-04-18,9142
100m,male,1648,10.04,0.4,Andre De Grasse,CAN,1994-11-10,1,Los Angeles,2015-05-03,7479
100m,male,1648,10.04,1.8,Richard Thompson,TTO,1985-06-07,5rA,Kingston,2015-05-09,10928
100m,male,1648,10.04,0.9,Femi Ogunode,QAT,1991-01-31,5,Ad-Dawhah,2015-05-15,8870
100m,male,1648,10.04,1.5,Calesio Newman,USA,1986-08-20,1,Greensboro,2015-05-17,10497
100m,male,1648,10.04,-0.4,Asafa Powell,JAM,1982-11-23,1,Ostrava,2015-05-26,11872
100m,male,1648,10.04,1.9,Mike Rodgers,USA,1985-04-24,1h1,Birmingham,2015-06-07,11001
100m,male,1648,10.04,1.4,Kolby Listenbee,USA,NA,1h3,Eugene,2015-06-10,NA
100m,male,1648,10.04,1.7,Jarrion Lawson,USA,1994-05-06,3h1,Eugene,2015-06-10,7705
100m,male,1648,10.04,-1.3,Asafa Powell,JAM,1982-11-23,1s1,Kingston,2015-06-26,11903
100m,male,1648,10.04,1.3,Andrew Fisher,JAM,1991-12-15,1h3,Madrid,2015-07-11,8609
100m,male,1648,10.04,1.4,Ameer Webb,USA,1989-12-21,3,Madrid,2015-07-11,9333
100m,male,1648,10.04,0.4,Jak Ali Harvey,TUR,1989-04-05,1h2,Bellinzona,2015-07-21,9603
100m,male,1648,10.04,-1.2,Chijindu Ujah,GBR,1994-03-05,4h2,London,2015-07-24,7811
100m,male,1648,10.04,0.3,Jak Ali Harvey,TUR,1989-04-05,3h5,Beijing,2015-08-22,9635
100m,male,1648,10.04,-0.4,Ramon Gittens,BAR,1987-07-20,4s3,Beijing,2015-08-23,10261
100m,male,1648,10.04,-0.4,Asafa Powell,JAM,1982-11-23,5,Bruxelles,2015-09-11,11980
100m,male,1648,10.04,-2.1,Ben Youssef Meité,CIV,1986-11-11,1,Brazzaville,2015-09-14,10534
100m,male,1648,10.04,1.9,Abdullah Abkar Mohammed,KSA,1997-06-01,1rA,Norwalk,2016-04-15,6893
100m,male,1648,10.04,0.3,Asafa Powell,JAM,1982-11-23,1,Baie-Mahault,2016-05-14,12226
100m,male,1648,10.04,0.3,Mike Rodgers,USA,1985-04-24,1r1,Bellinzona,2016-06-06,11366
100m,male,1648,10.04,1,Michael Frater,JAM,1982-10-06,8rA,Kingston,2016-06-11,12302
100m,male,1648,10.04,1,Hassan Taftian,IRI,1993-05-04,1,Madrid,2016-06-23,8451
100m,male,1648,10.04,-0.9,Usain Bolt,JAM,1986-08-21,1s1,Kingston,2016-07-01,10907
100m,male,1648,10.04,0.4,Kemar Bailey-Cole,JAM,1992-01-10,4s2,Kingston,2016-07-01,8939
100m,male,1648,10.04,1.9,Clayton Vaughn,USA,1992-05-15,2h5,Eugene,2016-07-02,8814
100m,male,1648,10.04,0.6,Jak Ali Harvey,TUR,1989-04-05,1s2,Amsterdam,2016-07-07,9955
100m,male,1648,10.04,1.5,James Ellington,GBR,1985-09-06,2s1,Amsterdam,2016-07-07,11262
100m,male,1648,10.04,1.7,Joel Fearon,GBR,1988-10-11,1rA,Loughborough,2016-07-16,10140
100m,male,1648,10.04,1.5,Reece Prescod,GBR,1996-02-29,1h1,Bedford,2016-07-30,7457
100m,male,1648,10.04,-0.5,Andre De Grasse,CAN,1994-11-10,1h4,Rio de Janeiro,2016-08-13,7947
100m,male,1648,10.04,0.2,Jimmy Vicaut,FRA,1992-02-27,7,Rio de Janeiro,2016-08-14,8935
100m,male,1648,10.04,1.4,Yoshihide Kiryu,JPN,1995-12-15,1rB,Canberra,2017-03-11,7757
100m,male,1648,10.04,2,Clayton Vaughn,USA,1992-05-15,1h4,Clermont,2017-04-15,9101
100m,male,1648,10.04,-0.7,Wayde van Niekerk,RSA,1992-07-15,2,Potchefstroom,2017-04-21,9046
100m,male,1648,10.04,-0.7,Thando Roto,RSA,1995-09-26,3,Potchefstroom,2017-04-21,7878
100m,male,1648,10.04,-0.3,Yoshihide Kiryu,JPN,1995-12-15,1rA,Hiroshima,2017-04-29,7806
100m,male,1648,10.04,-2.1,Christian Coleman,USA,1996-03-06,1,Eugene,2017-06-09,7765
100m,male,1648,10.04,-1.6,Justin Gatlin,USA,1982-02-10,1s2,Sacramento,2017-06-23,12917
100m,male,1648,10.04,0.9,Julian Forte,JAM,1993-07-01,2,Kingston,2017-06-23,8758
100m,male,1648,10.04,-0.2,Yohan Blake,JAM,1989-12-26,1s2,London,2017-08-05,10084
100m,male,1648,10.04,0,Justin Gatlin,USA,1982-02-10,4,Zürich,2017-08-24,12979
100m,male,1648,10.04,0.3,Xie Zhenye,CHN,1993-08-17,1,Tianjin,2017-09-03,8783
100m,male,1648,10.04,-0.5,Reece Prescod,GBR,1996-02-29,1,Shanghai,2018-05-12,8108
100m,male,1648,10.04,2,Mike Rodgers,USA,1985-04-24,2rA,Kingston,2018-05-19,12078
100m,male,1648,10.04,1.6,Jaylen Bacon,USA,1996-08-05,1h4,Sacramento,2018-05-24,7962
100m,male,1648,10.04,-0.4,Filippo Tortu,ITA,1998-06-15,3,Roma,2018-05-31,7290
100m,male,1648,10.04,1,Ojie Edoburun,GBR,1996-06-02,2,Praha,2018-06-04,8037
100m,male,1648,10.04,-0.2,Gue Arthur Cissé,CIV,1996-12-29,1h1,Leverkusen,2018-06-16,7839
100m,male,1648,10.04,0.9,Akani Simbine,RSA,1993-09-21,2,Montreuil,2018-06-19,9037
100m,male,1648,10.04,-0.1,Filippo Tortu,ITA,1998-06-15,1h2,Madrid,2018-06-22,7312
100m,male,1648,10.04,-0.1,Su Bingtian,CHN,1989-08-29,2h2,Madrid,2018-06-22,10524
100m,male,1648,10.04,0.7,Jeffery Demps,USA,1990-01-08,4s2,Des Moines,2018-06-22,10392
100m,male,1648,10.04,1.1,Cameron Burrell,USA,1994-09-11,5,Des Moines,2018-06-22,8685
100m,male,1648,10.04,1.6,Gue Arthur Cissé,CIV,1996-12-29,1,Albi,2018-07-07,7860
100m,male,1648,10.04,2,Reynier Mena,CUB,1996-11-21,2h1,Camagüey,2019-02-22,8128
100m,male,1648,10.04,1.7,Yuki Koike,JPN,1995-05-13,4,Osaka,2019-05-19,8772
100m,male,1648,10.04,1.3,Yoshihide Kiryu,JPN,1995-12-15,1h1,Tottori,2019-06-02,8570
100m,male,1648,10.04,0.8,Waseem Williams,JAM,1997-01-08,4,Austin,2019-06-07,8185
100m,male,1648,10.04,0.9,Mike Rodgers,USA,1985-04-24,3,Oslo,2019-06-13,12468
100m,male,1648,10.04,-1.1,Mike Rodgers,USA,1985-04-24,1rA,Ostrava,2019-06-20,12475
100m,male,1648,10.04,0.9,Paulo André de Oliveira,BRA,1998-08-20,1,Braga,2019-06-29,7618
100m,male,1648,10.04,0.3,Akani Simbine,RSA,1993-09-21,4,Monaco,2019-07-12,9425
100m,male,1648,10.04,0.5,Adam Gemili,GBR,1993-10-06,6,London,2019-07-20,9418
100m,male,1648,10.04,1,Yoshihide Kiryu,JPN,1995-12-15,1h2,Madrid,2019-08-25,8654
100m,male,1648,10.04,-0.4,Xie Zhenye,CHN,1993-08-17,2,Zürich,2019-08-29,9508
100m,male,1648,10.04,-0.1,Mike Rodgers,USA,1985-04-24,1,Zagreb,2019-09-03,12550
100m,male,1899,10.05,-1.2,Steve Riddick,USA,1951-09-18,1,Zürich,1975-08-20,8737
100m,male,1899,10.05,-0.8,James Sanford,USA,1957-12-27,1,Westwood,1981-05-10,8535
100m,male,1899,10.05,1.7,Calvin Smith,USA,1961-01-08,1,Indianapolis,1982-07-25,7868
100m,male,1899,10.05,1.1,Carl Lewis,USA,1961-07-01,1,Budapest,1984-08-20,8451
100m,male,1899,10.05,0,Carl Lewis,USA,1961-07-01,1,Houston,1985-03-22,8665
100m,male,1899,10.05,1.8,Harvey Glance,USA,1957-03-28,1r1,Tampa,1985-03-30,10229
100m,male,1899,10.05,1.8,Carl Lewis,USA,1961-07-01,2,San José,1987-06-27,9492
100m,male,1899,10.05,1.5,Carl Lewis,USA,1961-07-01,1h6,Roma,1987-08-29,9555
100m,male,1899,10.05,0,Carl Lewis,USA,1961-07-01,1r2,Rieti,1987-09-08,9565
100m,male,1899,10.05,1.4,Carl Lewis,USA,1961-07-01,1,Houston,1988-05-04,9804
100m,male,1899,10.05,0.1,Raymond Stewart,JAM,1965-03-18,1h2,Provo,1989-06-01,8841
100m,male,1899,10.05,-0.1,Carl Lewis,USA,1961-07-01,1,Villeneuve d'Ascq,1989-06-25,10221
100m,male,1899,10.05,1.2,Calvin Smith,USA,1961-01-08,1,Oslo,1989-07-01,10401
100m,male,1899,10.05,NA,Davidson Ezinwa,NGR,1971-11-22,1,Bauchi,1990-01-03,6617
100m,male,1899,10.05,1.3,Mark Witherspoon,USA,1963-09-03,1,Sevilla,1990-05-30,9766
100m,male,1899,10.05,0.6,Carl Lewis,USA,1961-07-01,1,Norwalk,1990-06-15,10576
100m,male,1899,10.05,0.3,Leroy Burrell,USA,1967-02-21,1r1,Lausanne,1990-07-12,8542
100m,male,1899,10.05,1.1,Leroy Burrell,USA,1967-02-21,1,Seattle,1990-07-23,8553
100m,male,1899,10.05,1.1,Leroy Burrell,USA,1967-02-21,1s1,New York City,1991-06-13,8878
100m,male,1899,10.05,1.9,Andre Cason,USA,1969-01-20,4,New York City,1991-06-14,8180
100m,male,1899,10.05,1.2,Davidson Ezinwa,NGR,1971-11-22,1,Abbotsford,1992-05-23,7488
100m,male,1899,10.05,0.6,Bruny Surin,CAN,1967-07-12,1,Salamanca,1992-07-13,9133
100m,male,1899,10.05,0.5,Daniel Effiong,NGR,1972-06-17,1,Odessa,1993-05-21,7643
100m,male,1899,10.05,0,Jon Drummond,USA,1968-09-09,3r2,Zürich,1993-08-04,9095
100m,male,1899,10.05,0,Jon Drummond,USA,1968-09-09,1,Monaco,1993-08-07,9098
100m,male,1899,10.05,0.3,Frank Fredericks,NAM,1967-10-02,4s1,Stuttgart,1993-08-15,9449
100m,male,1899,10.05,0.9,Andre Cason,USA,1969-01-20,1,Provo,1994-05-25,9256
100m,male,1899,10.05,1.8,Donovan Bailey,CAN,1967-12-16,1,Ottawa,1994-06-30,9693
100m,male,1899,10.05,-1.4,Linford Christie,GBR,1960-04-02,1,Zürich,1994-08-17,12555
100m,male,1899,10.05,1.8,Olapade Adeniken,NGR,1969-08-19,2s1,Victoria,1994-08-23,9135
100m,male,1899,10.05,1.9,Michael Green,JAM,1970-11-07,2,Victoria,1994-08-23,8690
100m,male,1899,10.05,0.5,Tim Harden,USA,1974-01-27,1,Knoxville,1995-06-03,7797
100m,male,1899,10.05,0.6,Donovan Bailey,CAN,1967-12-16,1,Nürnberg,1995-06-15,10043
100m,male,1899,10.05,2,Linford Christie,GBR,1960-04-02,1,Villeneuve d'Ascq,1995-06-24,12866
100m,male,1899,10.05,-0.1,Donovan Bailey,CAN,1967-12-16,1,Monaco,1995-07-25,10083
100m,male,1899,10.05,0.8,Olapade Adeniken,NGR,1969-08-19,2h2,Zürich,1995-08-16,9493
100m,male,1899,10.05,1.8,Olapade Adeniken,NGR,1969-08-19,1r1,Baton Rouge,1996-04-20,9741
100m,male,1899,10.05,0.4,Dennis Mitchell,USA,1966-02-20,1r1,Roma,1996-06-05,11063
100m,male,1899,10.05,0.3,Brian Lewis,USA,1974-12-05,2h2,Atlanta,1996-06-14,7862
100m,male,1899,10.05,0.6,Jeff Williams,USA,1965-12-31,4s1,Atlanta,1996-06-15,11124
100m,male,1899,10.05,0.7,Linford Christie,GBR,1960-04-02,3,Paris,1996-06-28,13236
100m,male,1899,10.05,-0.4,Bruny Surin,CAN,1967-07-12,6r1,Lausanne,1996-07-03,10584
100m,male,1899,10.05,-0.4,Leroy Burrell,USA,1967-02-21,7r1,Lausanne,1996-07-03,10725
100m,male,1899,10.05,0.1,Donovan Bailey,CAN,1967-12-16,2q2,Atlanta,1996-07-26,10450
100m,male,1899,10.05,0.1,Dennis Mitchell,USA,1966-02-20,2h1,Zürich,1996-08-14,11133
100m,male,1899,10.05,1.5,Osmond Ezinwa,NGR,1971-11-22,3,Milano,1996-09-07,9056
100m,male,1899,10.05,0.5,Linford Christie,GBR,1960-04-02,2,Nürnberg,1997-06-13,13586
100m,male,1899,10.05,-0.4,Frank Fredericks,NAM,1967-10-02,1,Helsinki,1997-06-18,10852
100m,male,1899,10.05,0.7,Tim Montgomery,USA,1975-01-28,2rA,Villeneuve d'Ascq,1997-06-29,8188
100m,male,1899,10.05,0.7,Leroy Burrell,USA,1967-02-21,3rA,Villeneuve d'Ascq,1997-06-29,11086
100m,male,1899,10.05,-0.3,Michael Marsh,USA,1967-08-04,1q4,Athínai,1997-08-02,10956
100m,male,1899,10.05,-0.7,Tim Montgomery,USA,1975-01-28,3rA,Zürich,1997-08-13,8233
100m,male,1899,10.05,0.4,Dennis Mitchell,USA,1966-02-20,2,Monaco,1997-08-16,11500
100m,male,1899,10.05,0.3,Donovan Bailey,CAN,1967-12-16,2rA=,Berlin,1997-08-26,10846
100m,male,1899,10.05,0.3,Tim Montgomery,USA,1975-01-28,2rA=,Berlin,1997-08-26,8246
100m,male,1899,10.05,1.2,Jon Drummond,USA,1968-09-09,2,Kingston,1997-09-19,10602
100m,male,1899,10.05,1.8,Seun Ogunkoya,NGR,1977-12-28,1,Sopot,1998-06-13,7472
100m,male,1899,10.05,1.6,Ato Boldon,TTO,1973-12-30,1,Villeneuve d'Ascq,1998-07-11,8959
100m,male,1899,10.05,1.6,Frank Fredericks,NAM,1967-10-02,2,Villeneuve d'Ascq,1998-07-11,11240
100m,male,1899,10.05,-0.5,Maurice Greene,USA,1974-07-23,1h1,Stockholm,1998-08-05,8779
100m,male,1899,10.05,0.7,Jon Drummond,USA,1968-09-09,4,Monaco,1998-08-08,10925
100m,male,1899,10.05,0.7,Bruny Surin,CAN,1967-07-12,5,Monaco,1998-08-08,11350
100m,male,1899,10.05,-0.5,Ato Boldon,TTO,1973-12-30,1q4,Kuala Lumpur,1998-09-16,9026
100m,male,1899,10.05,1.6,Koji Ito,JPN,1970-01-29,1,Bangkok,1998-12-14,10546
100m,male,1899,10.05,1.6,John Capel,USA,1978-11-27,1s1,Boise,1999-06-04,7494
100m,male,1899,10.05,-0.2,Dwain Chambers,GBR,1978-04-05,1,Gateshead,1999-06-27,7753
100m,male,1899,10.05,-0.4,Maurice Greene,USA,1974-07-23,1,Malmö,1999-08-02,9141
100m,male,1899,10.05,-0.3,Tim Harden,USA,1974-01-27,2s2,Sevilla,1999-08-22,9338
100m,male,1899,10.05,0,Coby Miller,USA,1976-10-19,1r2,Tempe,2000-04-15,8579
100m,male,1899,10.05,1.8,Bernard Williams,USA,1978-01-19,1,Baton Rouge,2000-05-14,8151
100m,male,1899,10.05,1,Kaaron Conwright,USA,1976-08-08,1r2,Flagstaff,2000-07-08,8735
100m,male,1899,10.05,-1.5,Jon Drummond,USA,1968-09-09,1s1,Sacramento,2000-07-15,11632
100m,male,1899,10.05,1,Christopher Williams,JAM,1972-03-15,1s1,Kingston,2000-07-21,10355
100m,male,1899,10.05,0.7,Coby Miller,USA,1976-10-19,1rA,Linz,2000-08-08,8694
100m,male,1899,10.05,-1,Tim Montgomery,USA,1975-01-28,5,Zürich,2000-08-11,9327
100m,male,1899,10.05,-0.2,Bernard Williams,USA,1978-01-19,4r1,Berlin,2000-09-01,8261
100m,male,1899,10.05,1.4,Leonard Scott,USA,1980-01-19,1h3,Eugene,2001-05-31,7803
100m,male,1899,10.05,0.6,Abdul Aziz Zakari,GHA,1976-09-02,2,Berlin,2001-08-31,9129
100m,male,1899,10.05,1.9,Shingo Suetsugu,JPN,1980-06-02,1rA,Mito,2002-05-06,8008
100m,male,1899,10.05,1.4,Nobuharu Asahara,JPN,1972-06-21,1,Kanazawa,2002-06-09,10945
100m,male,1899,10.05,0.9,Kim Collins,SKN,1976-04-05,3rA,Roma,2002-07-12,9594
100m,male,1899,10.05,2,Bernard Williams,USA,1978-01-19,4,Paris,2002-09-14,9004
100m,male,1899,10.05,1.4,Patrick Johnson,AUS,1972-09-26,1h1,Mito,2003-05-05,11178
100m,male,1899,10.05,-0.3,Patrick Johnson,AUS,1972-09-26,1,Osaka,2003-05-10,11183
100m,male,1899,10.05,NA,Joshua J. Johnson,USA,1976-05-10,1r2,Abuja,2003-05-17,9868
100m,male,1899,10.05,1.4,Joshua J. Johnson,USA,1976-05-10,2,Carson,2003-06-01,9883
100m,male,1899,10.05,0,Bernard Williams,USA,1978-01-19,1rA,Saint-Denis,2003-07-04,9297
100m,male,1899,10.05,0.9,Asafa Powell,JAM,1982-11-23,1h9,Saint-Denis,2003-08-24,7579
100m,male,1899,10.05,1.9,John Capel,USA,1978-11-27,2,Monaco,2003-09-13,9056
100m,male,1899,10.05,0,Justin Gatlin,USA,1982-02-10,1,Moskva,2003-09-20,7892
100m,male,1899,10.05,1.8,Francis Obikwelu,POR,1978-11-22,1r1,Lisboa,2004-06-05,9327
100m,male,1899,10.05,0.8,Steve Mullings,JAM,1982-11-29,1r1,Atlanta,2004-06-05,7859
100m,male,1899,10.05,0.1,Uchenna Emedolu,NGR,1976-09-17,1r2,Réthymno,2004-06-23,10141
100m,male,1899,10.05,-2,Maurice Greene,USA,1974-07-23,1s1,Sacramento,2004-07-11,10946
100m,male,1899,10.05,0.5,Abdul Aziz Zakari,GHA,1976-09-02,1,Malles,2004-07-17,10180
100m,male,1899,10.05,-0.1,Kim Collins,SKN,1976-04-05,2q4,Athínai,2004-08-21,10365
100m,male,1899,10.05,1.8,Dwight Thomas,JAM,1980-09-23,2,Kingston,2005-05-07,8992
100m,male,1899,10.05,0.5,Francis Obikwelu,POR,1978-11-22,1,Ad-Dawhah,2005-05-13,9669
100m,male,1899,10.05,0.1,Michael Frater,JAM,1982-10-06,2,Kingston,2005-06-25,8298
100m,male,1899,10.05,1.1,Francis Obikwelu,POR,1978-11-22,2,Saint-Denis,2005-07-01,9718
100m,male,1899,10.05,0.4,Michael Frater,JAM,1982-10-06,2,Helsinki,2005-08-07,8341
100m,male,1899,10.05,0.4,Kim Collins,SKN,1976-04-05,3,Helsinki,2005-08-07,10716
100m,male,1899,10.05,0,Ronald Pognon,FRA,1982-11-16,2,Bruxelles,2005-08-26,8319
100m,male,1899,10.05,-0.6,Darrel Brown,TTO,1984-10-11,4,Monaco,2005-09-10,7639
100m,male,1899,10.05,1.5,Leonard Scott,USA,1980-01-19,4,Carson,2006-05-21,9619
100m,male,1899,10.05,0,Leonard Scott,USA,1980-01-19,1rA,Lausanne,2006-07-11,9670
100m,male,1899,10.05,0.5,Leonard Scott,USA,1980-01-19,4rA,Roma,2006-07-14,9673
100m,male,1899,10.05,0.1,Walter Dix,USA,1986-01-31,1,Gainesville,2007-05-26,7785
100m,male,1899,10.05,1.3,Steve Mullings,JAM,1982-11-29,2h1,Zaragoza,2007-07-28,9007
100m,male,1899,10.05,1.8,Michael Frater,JAM,1982-10-06,3h2,Zaragoza,2007-07-28,9061
100m,male,1899,10.05,-0.3,Derrick Atkins,BAH,1984-01-05,2rA,Stockholm,2007-08-07,8615
100m,male,1899,10.05,-0.3,Tyson Gay,USA,1982-08-09,1rA,Carson,2008-05-18,9414
100m,male,1899,10.05,-0.1,Trindon Holliday,USA,1986-04-27,2,Auburn,2008-05-18,8057
100m,male,1899,10.05,0.6,Dwain Chambers,GBR,1978-04-05,2rA,Sofia,2008-06-30,11044
100m,male,1899,10.05,0.2,Nesta Carter,JAM,1985-11-10,3,Roma,2008-07-11,8279
100m,male,1899,10.05,-0.2,Marc Burns,TTO,1983-01-07,1q3,Beijing,2008-08-15,9352
100m,male,1899,10.05,-0.1,Kim Collins,SKN,1976-04-05,5s1,Beijing,2008-08-16,11821
100m,male,1899,10.05,0.3,Tyson Gay,USA,1982-08-09,5s2,Beijing,2008-08-16,9504
100m,male,1899,10.05,0.3,Michael Frater,JAM,1982-10-06,1,Shanghai,2008-09-20,9481
100m,male,1899,10.05,1.4,Marc Burns,TTO,1983-01-07,1,Auburn,2009-04-18,9598
100m,male,1899,10.05,1.9,Ryan Bailey,USA,1989-04-13,1h2,Hutchinson,2009-05-22,7344
100m,male,1899,10.05,0.5,Darrel Brown,TTO,1984-10-11,4,Port of Spain,2009-06-20,9018
100m,male,1899,10.05,0.4,Steve Mullings,JAM,1982-11-29,4h2,Roma,2009-07-10,9720
100m,male,1899,10.05,0.4,Richard Thompson,TTO,1985-06-07,6,Roma,2009-07-10,8799
100m,male,1899,10.05,-1.8,Simeon Williamson,GBR,1986-01-16,1,Birmingham,2009-07-11,8577
100m,male,1899,10.05,-0.4,Darvis Patton,USA,1977-12-04,2q3,Berlin,2009-08-15,11577
100m,male,1899,10.05,0.4,Emmanuel Callender,TTO,1984-05-10,2rB,Zürich,2009-08-28,9241
100m,male,1899,10.05,-1.2,Steve Mullings,JAM,1982-11-29,1h2,Rovereto,2009-09-01,9773
100m,male,1899,10.05,1.2,Asafa Powell,JAM,1982-11-23,1h2,Oslo,2010-06-04,10055
100m,male,1899,10.05,0,Christophe Lemaitre,FRA,1990-06-11,1s1,Valence,2010-07-08,7332
100m,male,1899,10.05,-0.4,Richard Thompson,TTO,1985-06-07,3,London,2010-08-13,9198
100m,male,1899,10.05,2,Ivory Williams,USA,1985-05-02,1rA,Lawrence,2011-04-23,9487
100m,male,1899,10.05,0,Nickel Ashmeade,JAM,1990-04-07,1r3,Ponce,2011-05-14,7707
100m,male,1899,10.05,0,Dwain Chambers,GBR,1978-04-05,1,Rio de Janeiro,2011-05-26,12104
100m,male,1899,10.05,0.3,Kim Collins,SKN,1976-04-05,1,Hengelo,2011-05-29,12837
100m,male,1899,10.05,0.7,Nesta Carter,JAM,1985-11-10,1h2,Kingston,2011-06-23,9356
100m,male,1899,10.05,1.3,Jeffery Demps,USA,1990-01-08,5,Eugene,2011-06-24,7837
100m,male,1899,10.05,-0.3,Daniel Bailey,ANT,1986-09-09,1,Reims,2011-07-05,9065
100m,male,1899,10.05,0.4,Richard Thompson,TTO,1985-06-07,4,Birmingham,2011-07-10,9529
100m,male,1899,10.05,-0.5,Keston Bledman,TTO,1988-03-08,1,Mayagüez,2011-07-15,8529
100m,male,1899,10.05,-1,Usain Bolt,JAM,1986-08-21,1s2,Daegu,2011-08-28,9138
100m,male,1899,10.05,-0.4,Walter Dix,USA,1986-01-31,2s1,Daegu,2011-08-28,9340
100m,male,1899,10.05,0.8,Richard Thompson,TTO,1985-06-07,1,Dubnica nad Váhom,2011-09-15,9596
100m,male,1899,10.05,1.3,Lerone Clarke,JAM,1981-10-02,3,Bruxelles,2011-09-16,10941
100m,male,1899,10.05,0.5,Michael Frater,JAM,1982-10-06,2,Georgetown,2012-05-09,10808
100m,male,1899,10.05,0.4,Nesta Carter,JAM,1985-11-10,5,Ad-Dawhah,2012-05-11,9679
100m,male,1899,10.05,1.2,Michael Frater,JAM,1982-10-06,1,Taipei,2012-05-26,10825
100m,male,1899,10.05,-0.1,Kim Collins,SKN,1976-04-05,4,Roma,2012-05-31,13205
100m,male,1899,10.05,1.3,Darvis Patton,USA,1977-12-04,5,Eugene,2012-06-02,12599
100m,male,1899,10.05,1.3,Nesta Carter,JAM,1985-11-10,6,Eugene,2012-06-02,9701
100m,male,1899,10.05,1.4,Charles Silmon,USA,1991-07-04,3h2,Des Moines,2012-06-06,7643
100m,male,1899,10.05,0,Yohan Blake,JAM,1989-12-26,1rA,Edmonton,2012-06-16,8208
100m,male,1899,10.05,1.5,Mike Rodgers,USA,1985-04-24,1h3,Eugene,2012-06-23,9922
100m,male,1899,10.05,0.1,Adam Gemili,GBR,1993-10-06,1,Barcelona,2012-07-11,6853
100m,male,1899,10.05,1,Dwain Chambers,GBR,1978-04-05,4s2,London,2012-08-05,12541
100m,male,1899,10.05,1.6,Dentarius Locke,USA,1989-12-12,1s3,Greensboro,2013-05-24,8564
100m,male,1899,10.05,1.9,Aaron Brown,CAN,1992-05-27,2h1,Eugene,2013-06-05,7679
100m,male,1899,10.05,1,Nickel Ashmeade,JAM,1990-04-07,1h4,Kingston,2013-06-20,8475
100m,male,1899,10.05,1.1,Dentarius Locke,USA,1989-12-12,5,Des Moines,2013-06-21,8592
100m,male,1899,10.05,-1.3,James Dasaolu,GBR,1987-09-05,1h2,Birmingham,2013-06-30,9430
